OutcomeType,AnimalType,SexuponOutcome,Breed,Color,mix_breed,clean_age,weekday,hour,day,month,Sex,neuter_status
Adoption,Cat,Neutered Male,Domestic Medium Hair Mix,Brown Tabby,1,3.0,5,7,20,6,Male,Neutered
Adoption,Dog,Neutered Male,Other,Brown,0,2.0,6,17,30,3,Male,Neutered
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Black,1,1.0,3,16,19,6,Male,Intact
Died,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby/White,1,2.0,2,9,20,8,Male,Neutered
Euthanasia,Dog,Neutered Male,Other,Other,1,72.0,4,10,14,2,Male,Neutered
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Blue/White,1,4.0,1,9,14,10,Female,Intact
Transfer,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,1,24.0,1,13,12,8,Male,Neutered
Transfer,Dog,Spayed Female,Labrador Retriever Mix,Chocolate,1,72.0,4,16,6,11,Female,Spayed
Euthanasia,Cat,Neutered Male,Domestic Longhair Mix,Cream Tabby,1,120.0,1,13,10,2,Male,Neutered
Adoption,Dog,Spayed Female,Other,Black/Brown,1,4.0,5,17,8,8,Female,Spayed
Adoption,Dog,Spayed Female,Other,Brown/White,0,5.0,5,18,21,2,Female,Spayed
Adoption,Dog,Spayed Female,Australian Cattle Dog Mix,Brown Brindle/White,1,12.0,6,13,17,1,Female,Spayed
Transfer,Dog,Intact Male,Rat Terrier Mix,White,1,0.0,4,16,13,3,Male,Intact
Transfer,Cat,Neutered Male,Domestic Shorthair Mix,White/Black,1,72.0,6,14,28,12,Male,Neutered
Transfer,Cat,Intact Male,Domestic Medium Hair Mix,White,1,24.0,1,9,27,10,Male,Intact
Adoption,Cat,Neutered Male,Domestic Medium Hair Mix,Cream Tabby,1,2.0,3,19,14,5,Male,Neutered
Adoption,Dog,Spayed Female,Other,Black,1,24.0,6,12,21,2,Female,Spayed
Transfer,Cat,Spayed Female,Domestic Shorthair Mix,Black/White,1,2.0,5,11,24,1,Female,Spayed
Adoption,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby/White,1,2.0,6,11,6,7,Female,Intact
Return_to_owner,Dog,Neutered Male,German Shepherd Mix,Tan,1,132.0,1,13,28,1,Male,Neutered
Transfer,Dog,Spayed Female,Labrador Retriever Mix,Black,1,36.0,3,15,13,2,Female,Spayed
Transfer,Dog,Unknown,Pit Bull Mix,Blue/White,1,0.0,6,15,5,1,Unknown,Unknown
Return_to_owner,Dog,Spayed Female,Chihuahua Shorthair Mix,Brown/White,1,24.0,6,17,12,1,Female,Spayed
Return_to_owner,Dog,Neutered Male,Other,Brown Brindle/White,1,24.0,0,17,2,12,Male,Neutered
Adoption,Dog,Spayed Female,Other,Other,0,12.0,5,12,18,10,Female,Spayed
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Black/White,1,0.25,2,17,2,4,Male,Intact
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby,1,5.0,5,12,8,8,Female,Spayed
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Orange Tabby,1,2.0,1,15,8,7,Female,Intact
Return_to_owner,Dog,Spayed Female,Other,White/Tan,1,36.0,1,14,19,11,Female,Spayed
Adoption,Dog,Spayed Female,Other,Tricolor,0,7.0,1,16,29,7,Female,Spayed
Adoption,Dog,Neutered Male,Labrador Retriever Mix,Brown,1,12.0,5,15,28,12,Male,Neutered
Adoption,Dog,Spayed Female,German Shepherd Mix,Tricolor,1,24.0,1,18,18,11,Female,Spayed
Return_to_owner,Dog,Neutered Male,Other,Red,1,168.0,2,14,24,9,Male,Neutered
Adoption,Dog,Spayed Female,Other,White/Tan,0,48.0,3,17,12,11,Female,Spayed
Adoption,Dog,Spayed Female,Australian Shepherd Mix,Other,1,12.0,2,17,1,7,Female,Spayed
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Tortie,1,2.0,3,8,19,6,Female,Spayed
Transfer,Cat,Intact Male,Domestic Medium Hair Mix,Orange Tabby/White,1,0.75,4,16,21,8,Male,Intact
Return_to_owner,Dog,Intact Male,Other,Black/Tan,1,60.0,6,11,1,6,Male,Intact
Return_to_owner,Dog,Spayed Female,Other,Brown/Black,0,96.0,6,18,21,9,Female,Spayed
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Calico,1,48.0,6,18,27,7,Female,Spayed
Return_to_owner,Dog,Spayed Female,Other,Other,0,60.0,4,16,28,8,Female,Spayed
Transfer,Cat,Neutered Male,Domestic Shorthair Mix,Black,1,3.0,0,18,11,1,Male,Neutered
Transfer,Cat,Intact Male,Domestic Longhair Mix,Blue Tabby,1,24.0,3,9,29,10,Male,Intact
Return_to_owner,Dog,Neutered Male,Australian Cattle Dog Mix,Black/White,1,144.0,1,15,12,1,Male,Neutered
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,1,6.0,6,17,16,3,Male,Neutered
Transfer,Cat,Unknown,Domestic Shorthair Mix,Black/White,1,0.75,1,13,13,5,Unknown,Unknown
Transfer,Cat,Unknown,Domestic Shorthair Mix,Blue,1,1.0,6,14,31,5,Unknown,Unknown
Adoption,Dog,Spayed Female,Pit Bull Mix,White,1,36.0,0,12,4,5,Female,Spayed
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby/White,1,2.0,5,14,23,5,Female,Spayed
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Tortie,1,1.0,3,11,8,5,Female,Intact
Transfer,Dog,Neutered Male,Other,Brown/Black,0,8.0,5,14,4,4,Male,Neutered
Transfer,Cat,Unknown,Domestic Shorthair Mix,Blue Tabby/White,1,4.0,0,9,17,8,Unknown,Unknown
Adoption,Dog,Neutered Male,Other,Other,0,1.0,6,17,7,12,Male,Neutered
Adoption,Dog,Neutered Male,Chihuahua Shorthair Mix,Tan,1,2.0,1,19,8,10,Male,Neutered
Transfer,Dog,Spayed Female,Labrador Retriever Mix,White/Brown,1,24.0,3,12,23,10,Female,Spayed
Return_to_owner,Dog,Spayed Female,Other,Brown/White,1,12.0,5,12,9,1,Female,Spayed
Return_to_owner,Dog,Neutered Male,Pit Bull Mix,Black/White,1,24.0,3,18,17,10,Male,Neutered
Transfer,Cat,Intact Male,Domestic Shorthair Mix,White,1,10.0,5,11,12,10,Male,Intact
Adoption,Dog,Spayed Female,Australian Cattle Dog Mix,Other,1,36.0,0,17,23,2,Female,Spayed
Return_to_owner,Dog,Neutered Male,Miniature Poodle Mix,Black,1,204.0,1,15,27,10,Male,Neutered
Return_to_owner,Dog,Neutered Male,Other,Brown/White,1,36.0,1,11,4,2,Male,Neutered
Adoption,Dog,Spayed Female,Jack Russell Terrier Mix,White/Tan,1,12.0,1,14,19,11,Female,Spayed
Transfer,Cat,Unknown,Domestic Shorthair Mix,Black/White,1,24.0,0,15,21,10,Unknown,Unknown
Transfer,Dog,Intact Female,Pit Bull Mix,Other,1,3.0,0,14,22,9,Female,Intact
Adoption,Dog,Neutered Male,Other,White/Tan,1,10.0,1,17,9,2,Male,Neutered
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby/White,1,2.0,5,18,2,11,Male,Neutered
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,1,0.5,5,16,13,9,Male,Intact
Return_to_owner,Dog,Spayed Female,Siberian Husky Mix,White/Black,1,36.0,5,12,13,6,Female,Spayed
Adoption,Dog,Spayed Female,Other,Black/White,0,10.0,6,16,31,8,Female,Spayed
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Buff,1,0.25,6,17,4,5,Male,Intact
Return_to_owner,Dog,Neutered Male,Other,Fawn/White,1,12.0,2,17,22,4,Male,Neutered
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby/White,1,2.0,5,18,18,7,Male,Neutered
Return_to_owner,Dog,Neutered Male,Pit Bull Mix,Black/White,1,36.0,1,13,22,4,Male,Neutered
Adoption,Cat,Neutered Male,Domestic Medium Hair Mix,Orange Tabby,1,3.0,1,18,23,12,Male,Neutered
Adoption,Dog,Spayed Female,Other,White/Tan,0,5.0,0,17,25,5,Female,Spayed
Adoption,Dog,Neutered Male,Boxer Mix,Brown Brindle/White,1,24.0,6,12,25,1,Male,Neutered
Return_to_owner,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby/White,1,24.0,5,17,25,4,Male,Neutered
Transfer,Dog,Intact Female,Chihuahua Shorthair Mix,Other,1,1.0,3,12,20,2,Female,Intact
Adoption,Dog,Neutered Male,Pit Bull Mix,Brown Brindle,1,2.0,6,15,23,11,Male,Neutered
Return_to_owner,Dog,Neutered Male,Other,Black/White,0,72.0,0,12,3,11,Male,Neutered
Return_to_owner,Cat,Neutered Male,Domestic Longhair Mix,Blue/White,1,84.0,4,16,7,8,Male,Neutered
Transfer,Dog,Spayed Female,Other,Other,1,48.0,5,16,13,9,Female,Spayed
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,1,108.0,6,14,5,1,Male,Neutered
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby/White,1,2.0,6,0,26,7,Male,Neutered
Euthanasia,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby/White,1,120.0,2,15,6,8,Male,Neutered
Euthanasia,Cat,Intact Female,Domestic Shorthair Mix,Calico,1,9.0,5,13,19,7,Female,Intact
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Blue Tabby/White,1,2.0,3,11,11,12,Male,Neutered
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Torbie,1,2.0,6,18,15,11,Female,Spayed
Adoption,Dog,Spayed Female,Other,Black/Tan,0,2.0,0,15,15,2,Female,Spayed
Adoption,Dog,Spayed Female,Other,Other,0,36.0,4,17,21,2,Female,Spayed
Return_to_owner,Dog,Spayed Female,Chihuahua Longhair Mix,Black/White,1,12.0,0,17,5,10,Female,Spayed
Return_to_owner,Dog,Neutered Male,German Shepherd Mix,Brown/Black,1,12.0,4,18,1,8,Male,Neutered
Euthanasia,Dog,Intact Male,Rottweiler Mix,Black/Tan,1,72.0,2,16,9,9,Male,Intact
Transfer,Cat,Intact Male,Siamese Mix,Other,1,36.0,3,9,22,1,Male,Intact
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,1,3.0,5,11,6,9,Male,Neutered
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby,1,2.0,6,19,19,7,Female,Spayed
Transfer,Dog,Intact Male,Pit Bull Mix,Brown,1,36.0,2,17,27,1,Male,Intact
Return_to_owner,Dog,Neutered Male,Other,Other,1,12.0,5,0,1,8,Male,Neutered
Return_to_owner,Dog,Spayed Female,Other,Other,1,120.0,0,13,7,12,Female,Spayed
Transfer,Cat,Unknown,Domestic Shorthair Mix,White/Blue,1,4.0,2,9,23,9,Unknown,Unknown
Return_to_owner,Dog,Spayed Female,Other,White/Tan,0,72.0,0,11,1,6,Female,Spayed
Adoption,Dog,Neutered Male,American Bulldog Mix,Tan/White,1,12.0,1,18,4,11,Male,Neutered
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Blue/White,1,1.0,0,10,30,6,Female,Intact
Transfer,Dog,Neutered Male,Pit Bull Mix,White/Brown,1,24.0,0,11,29,12,Male,Neutered
Transfer,Dog,Intact Male,Miniature Poodle Mix,White,1,12.0,1,15,25,8,Male,Intact
Adoption,Dog,Spayed Female,Catahoula Mix,Brown Brindle/White,1,60.0,2,9,17,12,Female,Spayed
Transfer,Dog,Neutered Male,Yorkshire Terrier Mix,Other,1,5.0,4,18,2,5,Male,Neutered
Transfer,Dog,Intact Female,Other,White/Black,1,12.0,4,12,18,10,Female,Intact
Adoption,Dog,Spayed Female,Australian Cattle Dog Mix,Tricolor,1,12.0,1,9,13,5,Female,Spayed
Adoption,Dog,Neutered Male,Chihuahua Shorthair Mix,Other,1,60.0,6,18,5,1,Male,Neutered
Transfer,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby/White,1,0.25,0,17,13,10,Unknown,Unknown
Transfer,Dog,Unknown,Pit Bull Mix,Blue/White,1,0.0,6,15,5,1,Unknown,Unknown
Return_to_owner,Dog,Neutered Male,Pit Bull Mix,White/Brown,1,36.0,1,12,10,11,Male,Neutered
Adoption,Dog,Spayed Female,Miniature Poodle Mix,White/Brown,1,48.0,2,17,4,2,Female,Spayed
Adoption,Dog,Spayed Female,Other,Blue/White,1,72.0,3,16,21,8,Female,Spayed
Adoption,Dog,Spayed Female,Other,Brown Brindle,0,7.0,1,18,22,7,Female,Spayed
Transfer,Cat,Spayed Female,Domestic Shorthair Mix,Black/White,1,96.0,0,11,11,1,Female,Spayed
Adoption,Dog,Spayed Female,Other,Tan/Black,0,6.0,4,18,4,9,Female,Spayed
Transfer,Cat,Intact Female,Domestic Medium Hair Mix,Black/White,1,36.0,1,9,29,7,Female,Intact
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,1,2.0,5,18,30,8,Male,Neutered
Adoption,Dog,Neutered Male,Chihuahua Shorthair Mix,Black/White,1,24.0,1,16,6,1,Male,Neutered
Adoption,Dog,Spayed Female,German Shepherd Mix,Sable,1,1.0,4,17,20,2,Female,Spayed
Adoption,Cat,Intact Female,Domestic Longhair Mix,Blue,1,4.0,5,17,9,1,Female,Intact
Transfer,Dog,Intact Female,Chihuahua Shorthair Mix,White/Brown,1,144.0,6,0,13,12,Female,Intact
Transfer,Dog,Spayed Female,Labrador Retriever Mix,Black,1,48.0,5,13,4,1,Female,Spayed
Transfer,Dog,Intact Female,Pit Bull Mix,Tan/White,1,1.0,6,17,21,6,Female,Intact
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby/White,1,2.0,1,17,5,8,Male,Neutered
Adoption,Dog,Intact Male,Yorkshire Terrier Mix,Other,1,12.0,3,18,25,6,Male,Intact
Transfer,Dog,Neutered Male,Other,White,1,24.0,2,16,23,9,Male,Neutered
Return_to_owner,Cat,Neutered Male,Domestic Shorthair Mix,Blue/White,1,60.0,5,15,31,10,Male,Neutered
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Blue/White,1,12.0,5,9,31,10,Male,Intact
Transfer,Dog,Intact Male,Pit Bull Mix,White/Tan,1,2.0,1,17,11,11,Male,Intact
Transfer,Dog,Neutered Male,Other,Black/White,0,24.0,2,14,10,12,Male,Neutered
Transfer,Dog,Spayed Female,Other,Black,0,2.0,3,14,2,10,Female,Spayed
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Black/White,1,3.0,6,19,15,6,Female,Intact
Return_to_owner,Dog,Spayed Female,Boxer Mix,Brown,1,120.0,2,14,16,4,Female,Spayed
Return_to_owner,Dog,Neutered Male,Rat Terrier Mix,Black/White,1,24.0,0,11,21,7,Male,Neutered
Transfer,Dog,Neutered Male,Miniature Schnauzer Mix,Black/White,1,5.0,6,12,17,11,Male,Neutered
Return_to_owner,Dog,Spayed Female,Chihuahua Shorthair Mix,Black,1,36.0,6,18,26,7,Female,Spayed
Adoption,Dog,Spayed Female,German Shepherd Mix,Black/Brown,1,4.0,4,17,22,8,Female,Spayed
Adoption,Dog,Neutered Male,Chihuahua Shorthair Mix,Brown,1,24.0,2,13,19,2,Male,Neutered
Adoption,Dog,Neutered Male,Boxer Mix,Brown Brindle,1,12.0,1,14,17,12,Male,Neutered
Adoption,Dog,Spayed Female,Other,Black/White,0,12.0,3,17,20,8,Female,Spayed
Adoption,Cat,Intact Female,Domestic Shorthair Mix,Black/White,1,3.0,1,15,10,11,Female,Intact
Transfer,Cat,Spayed Female,Domestic Shorthair Mix,Black/White,1,60.0,4,9,18,7,Female,Spayed
Adoption,Dog,Spayed Female,Other,Brown Brindle/White,1,24.0,2,13,19,2,Female,Spayed
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Other,1,5.0,6,15,31,8,Male,Neutered
Return_to_owner,Dog,Neutered Male,Chihuahua Shorthair Mix,Other,1,24.0,1,17,1,9,Male,Neutered
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Blue Tabby/White,1,0.5,5,12,26,4,Male,Intact
Transfer,Cat,Unknown,Domestic Shorthair Mix,Tortie,1,0.5,6,15,23,8,Unknown,Unknown
Euthanasia,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby/White,1,0.75,2,18,17,6,Unknown,Unknown
Euthanasia,Dog,Intact Male,Other,White,1,36.0,0,15,17,11,Male,Intact
Died,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,1,0.5,2,20,8,7,Male,Intact
Adoption,Dog,Spayed Female,Siberian Husky Mix,Sable,1,96.0,3,15,20,11,Female,Spayed
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Tortie,1,6.0,2,11,9,9,Female,Spayed
Adoption,Dog,Spayed Female,Other,White/Brown,1,1.0,0,16,9,11,Female,Spayed
Transfer,Cat,Spayed Female,Domestic Shorthair Mix,Blue,1,24.0,3,20,26,11,Female,Spayed
Adoption,Dog,Neutered Male,Pit Bull Mix,Black/White,1,2.0,3,17,21,1,Male,Neutered
Return_to_owner,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,1,72.0,2,11,18,3,Male,Neutered
Adoption,Dog,Neutered Male,Other,White/Brown,1,72.0,6,18,3,5,Male,Neutered
Transfer,Cat,Neutered Male,Domestic Medium Hair Mix,Blue/White,1,12.0,6,0,31,5,Male,Neutered
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Calico,1,3.0,5,19,12,7,Female,Spayed
Return_to_owner,Dog,Neutered Male,Other,Other,0,84.0,3,11,11,12,Male,Neutered
Transfer,Dog,Intact Male,Other,White/Black,1,2.0,0,13,24,11,Male,Intact
Adoption,Dog,Spayed Female,Other,Tan/White,0,2.0,5,17,23,8,Female,Spayed
Euthanasia,Dog,Neutered Male,Other,Fawn/White,1,72.0,6,16,19,4,Male,Neutered
Adoption,Dog,Spayed Female,Australian Cattle Dog Mix,Other,1,24.0,4,17,12,9,Female,Spayed
Transfer,Dog,Neutered Male,Other,White/Brown,1,6.0,5,17,31,10,Male,Neutered
Transfer,Dog,Intact Female,Labrador Retriever Mix,White/Black,1,24.0,5,16,13,9,Female,Intact
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Blue/White,1,2.0,0,15,15,12,Male,Neutered
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby,1,36.0,3,11,25,6,Female,Spayed
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Tortie,1,2.0,2,15,12,8,Female,Spayed
Euthanasia,Dog,Intact Female,Other,Black,1,168.0,3,18,19,6,Female,Intact
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Blue/White,1,1.0,5,13,19,7,Female,Intact
Transfer,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby/White,1,7.0,1,9,4,8,Unknown,Unknown
Adoption,Dog,Spayed Female,Other,Black,0,60.0,5,16,3,5,Female,Spayed
Transfer,Dog,Spayed Female,Other,Tan/Black,1,36.0,4,16,7,2,Female,Spayed
Transfer,Dog,Spayed Female,Other,Black/Brown,1,48.0,1,0,22,12,Female,Spayed
Euthanasia,Dog,Intact Male,Pit Bull Mix,Fawn/White,1,24.0,0,13,23,12,Male,Intact
Adoption,Dog,Spayed Female,Chihuahua Shorthair Mix,Tan,1,12.0,5,19,9,8,Female,Spayed
Transfer,Dog,Spayed Female,Other,Brown/White,1,12.0,0,15,5,1,Female,Spayed
Transfer,Dog,Intact Male,Chihuahua Longhair Mix,Black/White,1,1.0,4,13,21,11,Male,Intact
Transfer,Dog,Intact Male,Labrador Retriever Mix,Black,1,3.0,0,15,18,1,Male,Intact
Transfer,Dog,Intact Female,Labrador Retriever Mix,Brown/White,1,10.0,6,16,18,1,Female,Intact
Transfer,Cat,Unknown,Domestic Shorthair Mix,Blue Tabby/White,1,5.0,2,9,27,8,Unknown,Unknown
Return_to_owner,Dog,Neutered Male,Labrador Retriever Mix,Black,1,60.0,5,17,5,12,Male,Neutered
Adoption,Dog,Spayed Female,Labrador Retriever Mix,Brown/Black,1,2.0,3,17,11,6,Female,Spayed
Transfer,Dog,Intact Female,Other,Brown/White,0,48.0,1,11,29,10,Female,Intact
Adoption,Dog,Neutered Male,German Shepherd Mix,Black/White,1,11.0,3,19,2,7,Male,Neutered
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Tortie,1,4.0,6,15,2,8,Female,Spayed
Transfer,Cat,Intact Male,Domestic Shorthair Mix,White/Brown,1,1.0,4,13,11,12,Male,Intact
Return_to_owner,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,1,24.0,2,14,3,9,Male,Neutered
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Black,1,2.0,1,15,31,12,Female,Intact
Euthanasia,Dog,Intact Female,Chihuahua Shorthair Mix,Buff,1,60.0,1,12,4,8,Female,Intact
Return_to_owner,Dog,Spayed Female,Catahoula Mix,Other,1,36.0,4,15,12,12,Female,Spayed
Return_to_owner,Dog,Neutered Male,Chihuahua Shorthair Mix,White/Brown,1,60.0,0,12,3,11,Male,Neutered
Return_to_owner,Dog,Neutered Male,Other,Black/Brown,0,120.0,0,18,3,2,Male,Neutered
Return_to_owner,Dog,Neutered Male,German Shepherd Mix,Other,1,36.0,0,15,28,4,Male,Neutered
Transfer,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,1,24.0,2,19,16,12,Male,Neutered
Transfer,Dog,Neutered Male,Labrador Retriever Mix,Cream,1,5.0,3,13,17,12,Male,Neutered
Transfer,Cat,Spayed Female,Domestic Shorthair Mix,White/Black,1,60.0,2,15,23,10,Female,Spayed
Adoption,Dog,Spayed Female,Other,White/Black,1,12.0,6,15,10,1,Female,Spayed
Transfer,Dog,Intact Female,Pit Bull Mix,Brown/White,1,48.0,3,14,20,2,Female,Intact
Return_to_owner,Dog,Neutered Male,Beagle Mix,Tricolor,1,36.0,1,12,23,9,Male,Neutered
Died,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,1,0.5,5,18,6,6,Male,Intact
Transfer,Dog,Neutered Male,Other,Sable,0,60.0,3,18,2,10,Male,Neutered
Transfer,Dog,Spayed Female,Other,Black/White,0,3.0,3,12,26,6,Female,Spayed
Transfer,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,1,12.0,1,9,22,7,Male,Neutered
Adoption,Cat,Spayed Female,Other,Tortie,0,2.0,1,12,23,9,Female,Spayed
Adoption,Dog,Spayed Female,Other,Brown/White,1,24.0,6,17,1,6,Female,Spayed
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,1,2.0,6,15,5,10,Male,Neutered
Return_to_owner,Dog,Intact Male,Chihuahua Shorthair Mix,Other,1,96.0,3,18,8,1,Male,Intact
Return_to_owner,Dog,Intact Female,Other,Tan/White,0,36.0,3,18,7,8,Female,Intact
Transfer,Cat,Intact Female,Domestic Medium Hair Mix,Other,1,1.0,1,17,20,5,Female,Intact
Adoption,Dog,Spayed Female,Labrador Retriever Mix,Black,1,2.0,0,15,10,3,Female,Spayed
Return_to_owner,Dog,Neutered Male,Chihuahua Shorthair Mix,Sable,1,36.0,0,14,19,5,Male,Neutered
Return_to_owner,Dog,Neutered Male,Labrador Retriever Mix,Yellow,1,60.0,4,16,2,10,Male,Neutered
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,1,120.0,6,14,18,1,Male,Neutered
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Blue Tabby,1,2.0,6,18,20,9,Female,Spayed
Adoption,Cat,Neutered Male,Domestic Shorthair,Black,0,36.0,6,16,1,2,Male,Neutered
Transfer,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby/White,1,60.0,1,16,3,3,Female,Spayed
Adoption,Dog,Spayed Female,Other,Brown Brindle/White,0,2.0,5,18,11,1,Female,Spayed
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Tortie,1,12.0,6,11,2,8,Female,Spayed
Adoption,Dog,Intact Female,Other,Sable,1,2.0,4,11,7,11,Female,Intact
Adoption,Dog,Spayed Female,Australian Shepherd Mix,Tricolor,1,1.0,4,17,5,2,Female,Spayed
Transfer,Cat,Intact Female,Domestic Longhair Mix,White,1,1.0,5,12,27,6,Female,Intact
Euthanasia,Cat,Intact Female,Other,Blue/White,1,1.0,3,13,4,9,Female,Intact
Return_to_owner,Dog,Neutered Male,Pit Bull Mix,Blue/White,1,12.0,0,18,11,5,Male,Neutered
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Cream Tabby,1,24.0,2,14,18,12,Male,Intact
Adoption,Dog,Spayed Female,Other,Black,0,8.0,5,14,13,6,Female,Spayed
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Black,1,2.0,0,18,8,6,Male,Neutered
Adoption,Cat,Neutered Male,Other,Seal Point,1,2.0,3,17,23,1,Male,Neutered
Transfer,Dog,Neutered Male,Other,Black,1,10.0,3,14,19,2,Male,Neutered
Return_to_owner,Dog,Neutered Male,Pit Bull Mix,Other,1,24.0,4,17,16,1,Male,Neutered
Transfer,Dog,Intact Female,Australian Cattle Dog Mix,Black/White,1,2.0,2,8,7,10,Female,Intact
Transfer,Dog,Intact Female,Other,White/Brown,1,0.0,2,11,25,3,Female,Intact
Adoption,Dog,Spayed Female,Boxer Mix,Brown Brindle/White,1,12.0,0,18,21,12,Female,Spayed
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Other,1,24.0,6,9,5,10,Female,Intact
Transfer,Dog,Spayed Female,Boxer Mix,Brown Brindle/White,1,24.0,3,13,22,5,Female,Spayed
Transfer,Cat,Neutered Male,Domestic Shorthair Mix,Blue,1,60.0,2,13,19,8,Male,Neutered
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Black,1,1.0,4,11,22,8,Female,Intact
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Brown,1,24.0,1,19,26,5,Female,Spayed
Died,Cat,Intact Male,Domestic Shorthair Mix,Black/White,1,1.25,4,11,4,7,Male,Intact
Euthanasia,Dog,Neutered Male,Other,Brown/Black,0,24.0,3,9,21,11,Male,Neutered
Transfer,Cat,Intact Female,Other,Seal Point,1,0.75,2,12,1,7,Female,Intact
Adoption,Dog,Spayed Female,Australian Cattle Dog Mix,Brown Brindle/White,1,12.0,1,11,15,12,Female,Spayed
Return_to_owner,Dog,Neutered Male,Pit Bull Mix,Other,1,10.0,6,17,31,8,Male,Neutered
Euthanasia,Cat,Neutered Male,Domestic Shorthair Mix,Other,1,24.0,5,15,24,5,Male,Neutered
Transfer,Cat,Unknown,Domestic Shorthair Mix,Blue Tabby/White,1,0.5,3,14,6,8,Unknown,Unknown
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Blue,1,12.0,4,9,12,9,Female,Intact
Adoption,Dog,Spayed Female,Labrador Retriever Mix,Black,1,48.0,5,16,2,11,Female,Spayed
Transfer,Dog,Spayed Female,Other,White,0,36.0,6,16,22,2,Female,Spayed
Return_to_owner,Dog,Spayed Female,Labrador Retriever Mix,Brown/White,1,72.0,6,11,6,10,Female,Spayed
Adoption,Dog,Neutered Male,Miniature Poodle Mix,Other,1,120.0,5,11,15,8,Male,Neutered
Return_to_owner,Dog,Spayed Female,Pit Bull Mix,Black/White,1,24.0,3,18,17,12,Female,Spayed
Adoption,Dog,Neutered Male,Chihuahua Longhair Mix,Other,1,96.0,1,19,5,5,Male,Neutered
Transfer,Cat,Intact Male,Other,Blue Tabby,0,1.0,3,15,17,10,Male,Intact
Adoption,Dog,Neutered Male,American Bulldog Mix,Brown Brindle/White,1,36.0,1,7,5,8,Male,Neutered
Euthanasia,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,1,1.0,4,10,18,7,Male,Intact
Return_to_owner,Dog,Neutered Male,Other,Brown/White,1,24.0,1,18,19,5,Male,Neutered
